Year,Tm,Player,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,OWS/48,DWS/48,Shot%,Team Mar,Team MP,Team Gm,Year 3PAr,Team TS%,Tm USG,Tm TS W/O Plyr,Reb/Vers,Defense,Val/Shot,Offense,MPG + Int,RAW SPM,%Min,RAW Contrib,Tm Sum,Tm Adj,BPM,StdErr,Contrib,VORP,Reb/Vers,Val/Shot,Offense,Defense,MPG,Raw OBPM,Contrib,Tm Ortg,Tm Sum,Tm Adj,Tm DRtg,OBPM,OStdErr,Ocontrib,OVORP,DBPM,DStdErr,Dcontrib,DVORP,Sum SPM,%Min,MPG,ReMPG,BPM,Contrib,VORP,VORP-Gm,O-BPM,Ocontrib,OVORP,"OVORP
Gm",D-BPM,Dcontrib,DVORP,"DVORP
Gm",Exp BPM,"TrueTalent
BPM","Exp%
Min","TrueTalent
VORP",TrueTimeVORP,WORP,O-WORP,D-WORP,Adjusted WORP,Estimated Position,BBRef Pos,Age on Feb 1,Yrs Experience,Height,Weight,Rounded Position,Rounded Age,Playoffs
2016,POR,C.J. McCollum,24,8,276,19,0.561,0.343,0.143,2.4,10.4,6.5,15.6,1.1,0.3,9.7,26.1,0.7,0.1,0.8,0.138,3.8,-3,0.8,0.2,0.121,0.017,23.6,2.08,1921,8,0.275,0.552,32831,0.55,0.02,-1.4,0.09,0.68,0.81,0.1,0.72,0.07,-0.87,0.67,0.8,3.1,0.6,2,-0.1,0.4,2.1,-0.1,0.4,2.7,1.9,3.5,1.8,0.5,-2.4,3.1,2.1,2.2,3.5,-2.4,2.3,-1.7,-1.5,5.5,0.7,34.5,23,0.8,0.6,2,2,3.1,2.2,3.5,3.5,-2.4,-1.7,-1.5,-1.5,-0.4,0,0.51,1,1.4,5.4,9.4,-4,3.8,1.7,2,24.37,2,76,200,2,24,Y
2016,DET,Marcus Morris,26,7,272,15.5,0.513,0.253,0.343,5.5,12,8.6,8.9,1.7,0.6,10.2,19.8,0.4,0.4,0.8,0.145,1.9,1.4,3.3,0.4,0.073,0.073,17.8,7.59,1704,7,0.275,0.5,29418,0.497,-0.81,-0.49,-0.04,1.17,1.02,0.88,0.8,0.7,-2.74,2.37,3.2,3.1,2.6,4.2,0.1,0.3,0.5,0.1,0.5,1.5,1.2,-0.9,1.2,-0.5,3.9,1,2.1,0.8,2.2,2.2,2.3,1.8,2,-1.2,0.8,38.9,24.7,3.2,2.6,4.2,4.2,1,0.8,2.2,2.2,2.2,1.8,2,2,0.8,1.6,0.73,2.6,3.8,11.3,5.8,5.5,10.3,3.5,3,26.42,4,81,235,3,26,Y
2016,GSW,Stephen Curry,27,8,270,37.4,0.71,0.547,0.333,2.5,13.7,8.4,30.6,3.3,0.5,11.2,31.7,1.9,0.6,2.5,0.446,14.9,1.1,16,1.2,0.339,0.107,28.1,14.55,1921,8,0.275,0.571,33493,0.531,3.86,1.47,0.75,8.53,0.74,14.6,0.7,10.26,10.63,1.37,16,3.1,11.2,12.6,1,0.9,12,0.6,0.4,14.9,10.4,10.7,8.7,0.8,6.9,15.7,2.1,11,12.2,0.3,2.3,0.2,0.4,15.4,0.7,33.8,22.5,16,11.2,12.6,12.6,15.7,11,12.2,12.2,0.3,0.2,0.4,0.4,1.3,6.3,0.73,6,13,34.1,33,1.1,35.2,1.1,1,27.89,6,75,185,1,28,Y
2016,HOU,Ty Lawson,28,7,270,9.5,0.468,0.353,0.441,2,9.9,5.9,22.7,1.6,0.3,19.8,16,0,0,0,-0.001,-1.8,-1.4,-3.2,-0.1,-0.001,-0.001,12.8,-2.83,1707,7,0.275,0.529,29000,0.537,1.14,-0.78,0.06,-3.13,1,-1.77,0.79,-1.4,3.91,-1.46,-3.2,3.1,-2.6,-1,0.2,0.3,-2.3,0.1,0.5,-1.2,-1,-0.2,3.9,-0.8,-5.4,-2.1,2.1,-1.6,-0.3,-1.2,2.3,-0.9,-0.7,-0.9,0.8,38.6,24.5,-3.2,-2.6,-1,-1,-2.1,-1.6,-0.3,-0.3,-1.2,-0.9,-0.7,-0.7,-0.8,-1.6,0.27,0.1,-0.3,-2.6,-0.8,-1.9,-0.9,1,1,28.25,6,71,195,1,28,Y
2016,GSW,Draymond Green,25,8,268,15.9,0.519,0.377,0.26,6.2,17.9,12.3,24.3,1.8,2.1,17.3,16.1,0.5,0.5,1,0.187,0.9,3.5,4.4,0.4,0.094,0.094,13.3,14.55,1921,8,0.275,0.571,33493,0.578,4.58,0.43,0.11,-2.72,0.72,3.02,0.7,2.1,10.63,1.37,4.4,3.1,3.1,4.5,1.6,0.3,-1.5,0,0.4,0.8,0.6,10.7,8.7,0.8,6.9,1.7,2.1,1.2,2.3,2.7,2.3,1.9,2.1,-1.1,0.7,33.5,22.3,4.4,3.1,4.5,4.5,1.7,1.2,2.3,2.3,2.7,1.9,2.1,2.1,1.3,2.3,0.73,3.1,4.6,12,6.3,5.7,12.5,2.9,4,25.91,3,79,230,3,26,Y
2016,POR,Al-Farouq Aminu,25,8,267,13,0.534,0.376,0.306,4.1,22,13.2,8.3,0.9,1.7,15.7,18.7,0.2,0.2,0.4,0.075,-0.5,-0.3,-0.8,0.1,0.038,0.038,15.8,2.08,1921,8,0.275,0.552,32831,0.555,-1.25,-0.91,-0.08,0.02,0.71,-1.42,0.7,-0.99,-0.87,0.67,-0.7,3.1,-0.5,0.9,-0.9,0.2,-1,-0.3,0.4,-1.6,-1.1,3.5,1.8,0.5,-2.4,-1.1,2.1,-0.8,0.4,0.4,2.3,0.3,0.5,-1.5,0.7,33.4,22.3,-0.7,-0.5,0.9,0.9,-1.1,-0.8,0.4,0.4,0.4,0.3,0.5,0.5,-0.5,-0.6,0.42,0.6,0.5,2.4,1.1,1.3,1.4,3.6,3,25.36,5,81,215,4,25,Y
2016,DET,Kentavious Caldwell-Pope,22,7,266,14,0.545,0.368,0.218,1.5,9.7,5.4,6.6,2.1,0.6,9.5,16.8,0.5,0.4,0.8,0.15,1.8,1.6,3.4,0.4,0.084,0.066,15.2,7.59,1704,7,0.275,0.5,29418,0.492,-2.96,0.01,0.03,3.06,0.95,1.07,0.78,0.83,-2.74,2.37,3.4,3.1,2.7,4.2,-1.2,0.4,1.6,0.2,0.5,1.4,1.1,-0.9,1.2,-0.5,3.9,1,2.1,0.8,2.1,2.5,2.3,1.9,2.2,-1.5,0.8,38,24.2,3.4,2.7,4.2,4.2,1,0.8,2.1,2.1,2.5,1.9,2.2,2.2,0.7,1.6,0.73,2.6,3.9,11.5,5.6,5.8,10.6,2.1,2,22.95,2,77,205,2,23,Y
2016,IND,Monta Ellis,30,8,264,9,0.41,0.225,0.147,1.2,10,5.5,24.4,2.3,0.6,16.2,21.8,-0.4,0.3,-0.1,-0.017,-3,-0.3,-3.3,-0.1,-0.072,0.055,18.3,2.07,1919,8,0.275,0.511,32899,0.528,1.03,0.26,-0.05,-5.15,0.68,-3.17,0.69,-2.18,3.15,-0.13,-3.3,3.1,-2.3,-0.9,0,0.1,-3.4,0.3,0.4,-2.6,-1.8,-3.4,2.4,-1.3,2.1,-3.9,2.1,-2.7,-1.5,0.6,2.3,0.4,0.6,-4.5,0.7,33,22,-3.3,-2.3,-0.9,-0.9,-3.9,-2.7,-1.5,-1.5,0.6,0.4,0.6,0.6,-0.6,-1.5,0.29,0.1,-0.4,-2.4,-4.1,1.6,-1,1,2,30.27,10,75,185,1,30,Y
2016,DET,Andre Drummond,22,7,262,26.8,0.52,0,0.505,18.3,38.2,27.7,4.1,2.5,4,11.5,23.9,0.5,0.7,1.2,0.227,0.6,2.9,3.5,0.4,0.095,0.132,21.2,7.59,1704,7,0.275,0.5,29418,0.495,-1.86,2.32,-0.18,-0.21,0.91,1.15,0.77,0.89,-2.74,2.37,3.5,3.1,2.7,4.2,0.4,0.2,-1,0.2,0.5,0.2,0.2,-0.9,1.2,-0.5,3.9,-0.2,2.1,-0.2,1.1,3.8,2.3,2.9,3.1,-4,0.8,37.4,23.8,3.5,2.7,4.2,4.2,-0.2,-0.2,1.1,1.1,3.8,2.9,3.1,3.1,0.6,1.6,0.73,2.6,4,11.5,3,8.4,10.8,5,5,22.48,3,83,279,5,23,Y
2016,OKC,Kevin Durant,27,7,261,29.2,0.628,0.31,0.359,0.9,18.8,10.1,12.9,1.1,2.8,8.7,29.5,1.4,0.2,1.6,0.288,6.8,-2.5,4.3,0.4,0.254,0.034,26.9,6.53,1729,7,0.275,0.568,29240,0.549,-0.46,-0.07,0.18,3.26,0.9,3.62,0.76,2.73,4.41,0.68,4.3,3.1,3.2,4.8,-1,0.5,4.9,-0.3,0.5,4.6,3.5,8.1,1.8,1.6,-2.7,6.2,2.1,4.7,5.9,-1.9,2.3,-1.4,-1.2,8,0.8,37.3,23.7,4.3,3.2,4.8,4.8,6.2,4.7,5.9,5.9,-1.9,-1.4,-1.2,-1.2,0.4,1.7,0.73,2.7,4.6,12.8,16,-3.2,12.3,3.6,3,27.34,8,81,240,4,27,Y
2016,HOU,Trevor Ariza,30,7,258,10.3,0.491,0.597,0.236,2.1,15.1,8.4,8.4,2.4,0.6,11.2,14.8,0.1,0.1,0.2,0.04,-0.6,0,-0.6,0.1,0.02,0.02,13.1,-2.83,1707,7,0.275,0.529,29000,0.534,-1.94,0.39,-0.06,1.54,0.86,0.85,0.76,0.64,3.91,-1.46,-0.6,3.2,-0.5,1.1,-1.1,0.3,0.1,0.3,0.5,0,0,-0.2,3.9,-0.8,-5.4,-0.8,2.1,-0.6,0.7,0.2,2.3,0.1,0.4,-1,0.8,36.9,23.5,-0.6,-0.5,1.1,1.1,-0.8,-0.6,0.7,0.7,0.2,0.1,0.4,0.4,-1,-0.9,0.38,0.4,0.5,2.8,1.8,1,1.4,3,3,30.59,11,80,215,3,31,Y
2016,ATL,Kent Bazemore,26,9,258,17.3,0.616,0.405,0.203,0.9,17.5,9.5,13.8,3.6,1.6,15.7,17.6,0.4,0.4,0.8,0.142,1.1,2,3.1,0.3,0.071,0.071,14.8,3.76,2160,9,0.275,0.561,37214,0.555,-0.24,2.43,0.18,1.37,0.42,3.98,0.6,2.38,8.75,-0.85,3.1,3.2,1.9,3.1,-0.9,0.5,1,0.7,0.2,1.5,0.9,4,5.5,-0.2,0.1,1.3,2.1,0.8,1.8,1.8,2.3,1.1,1.3,-0.5,0.6,28.7,19.8,3.1,1.9,3.1,3.1,1.3,0.8,1.8,1.8,1.8,1.1,1.3,1.3,-0.8,0.5,0.58,1.5,3,8.3,4.9,3.4,8.1,2.2,3,26.59,3,77,201,2,27,Y
2016,CHI,Derrick Rose,27,8,256,9.8,0.415,0.14,0.202,1.3,9,5.4,29.6,0.6,0.3,15.6,25.2,-0.4,0.2,-0.1,-0.027,-3.9,-1.4,-5.2,-0.2,-0.07,0.043,21.3,1.36,1969,8,0.275,0.521,34147,0.541,1.96,-2.03,0,-6.5,0.6,-5.97,0.65,-3.88,-2.09,0.75,-5.2,3.2,-3.4,-2.1,0.4,0.1,-3.8,-0.3,0.3,-3.3,-2.1,-2.4,0.1,-0.6,4.1,-3.9,2.1,-2.5,-1.4,-1.4,2.3,-0.9,-0.7,-2.5,0.7,32,21.3,-5.2,-3.4,-2.1,-2.1,-3.9,-2.5,-1.4,-1.4,-1.4,-0.9,-0.7,-0.7,-0.8,-2.3,0.17,-0.1,-0.6,-5.7,-3.8,-1.8,-1.5,1,1,27.33,6,75,190,1,27,N
2016,SAC,Rajon Rondo,29,8,255,14,0.435,0.157,0.137,3.2,19.2,10.7,37,3,0,20,21.7,-0.1,0.2,0,0.004,-1.1,0.6,-0.5,0.1,-0.026,0.03,17.4,-7.21,1919,8,0.275,0.514,32834,0.526,5.91,0.82,0.2,-6.64,0.59,0.69,0.66,0.46,-2.91,-1.15,-0.5,3.2,-0.3,1,1.5,0.3,-3.2,0.6,0.3,-0.6,-0.4,-1.6,0.7,-0.5,-5.9,-1.1,2.1,-0.8,0.4,0.7,2.3,0.5,0.7,-1.8,0.7,31.9,21.3,-0.5,-0.3,1,1,-1.1,-0.8,0.4,0.4,0.7,0.5,0.7,0.7,-2.1,-1.5,0.28,0.1,0.4,2.8,1,1.8,1.2,1,1,29.94,9,73,186,1,30,N
2016,TOR,DeMar DeRozan,26,7,252,20,0.547,0.105,0.695,2.7,10.4,6.6,19,1.6,1,12.2,26.7,0.7,0.3,0.9,0.18,2.2,0.2,2.4,0.3,0.128,0.052,23.4,4.54,1679,7,0.275,0.523,28571,0.517,0.87,-0.4,0.12,-0.61,0.79,0.65,0.75,0.49,-3.26,1.74,2.4,3.2,1.8,3.3,0.2,0.3,0.9,0,0.4,1.9,1.4,0.2,-0.8,0.2,3.9,2.1,2.1,1.6,2.8,0.3,2.3,0.2,0.5,1.8,0.8,36,22.9,2.4,1.8,3.3,3.3,2.1,1.6,2.8,2.8,0.3,0.2,0.5,0.5,-0.1,0.8,0.62,1.7,2.7,8.9,7.7,1.2,7.3,2.4,2,26.49,6,79,220,2,27,Y
2016,OKC,Russell Westbrook,27,7,250,30,0.56,0.238,0.265,7.3,14.1,10.8,51,2.9,0.3,17.2,33.2,1.1,0.2,1.3,0.259,9.8,-0.2,9.6,0.7,0.216,0.043,27.5,6.53,1729,7,0.275,0.568,29240,0.57,9.77,0.86,0.62,-2.46,0.77,8.94,0.72,6.46,4.41,0.68,9.6,3.2,7,8.4,3.7,0.6,2.4,0.5,0.4,7.6,5.5,8.1,1.8,1.6,-2.7,9.2,2.1,6.6,7.9,0.4,2.3,0.3,0.5,8.7,0.7,35.7,22.7,9.6,7,8.4,8.4,9.2,6.6,7.9,7.9,0.4,0.3,0.5,0.5,0.2,3.3,0.73,3.9,8.4,22.7,21.2,1.4,22.7,1,1,27.22,7,75,200,1,27,Y
2016,MEM,Mike Conley,28,8,250,17.1,0.506,0.344,0.302,2.4,9.8,5.8,34.3,1.4,0,12.1,22.1,0.4,0,0.4,0.077,2.7,-2.9,-0.2,0.1,0.077,0,19.4,-8.69,1920,8,0.275,0.483,33675,0.479,3.04,-1.19,0.44,-0.61,0.54,1.78,0.65,1.16,-0.57,-1.97,-0.2,3.2,-0.1,1.2,0.9,0.5,2.6,0,0.3,4.4,2.8,-5.9,1.9,-1.8,-4.3,2.6,2.1,1.7,2.8,-2.7,2.3,-1.8,-1.6,5.3,0.7,31.3,20.8,-0.2,-0.1,1.2,1.2,2.6,1.7,2.8,2.8,-2.7,-1.8,-1.6,-1.6,-2.4,-1.7,0.27,0.1,0.5,3.2,7.5,-4.3,1.3,1,1,28.31,8,73,175,1,28,Y
2016,MIL,Khris Middleton,24,7,250,12.1,0.521,0.349,0.314,1.4,11.9,6.7,13.3,1,0.3,8.4,19.4,0.4,0,0.3,0.067,-0.2,-3.7,-3.9,-0.1,0.072,-0.005,17.8,-11.22,1680,7,0.275,0.538,28833,0.541,-0.79,-1.53,-0.01,0.56,0.77,-0.98,0.74,-0.73,1.18,-2.93,-3.9,3.2,-2.9,-1.4,-0.6,0.3,0.7,-0.2,0.4,0.6,0.4,2.3,2.6,0,-5.8,0.6,2.1,0.4,1.7,-4.5,2.3,-3.4,-3.1,5.1,0.7,35.7,22.7,-3.9,-2.9,-1.4,-1.4,0.6,0.4,1.7,1.7,-4.5,-3.4,-3.1,-3.1,-2.4,-2.9,0.09,-0.1,-0.2,-3.8,4.6,-8.4,-0.5,3,2,24.47,3,80,234,3,25,N
2016,LAC,Blake Griffin,26,7,249,31.6,0.629,0.022,0.382,5.9,22.4,14.7,22.4,0.8,1.1,7.6,30.6,1.3,0.3,1.7,0.318,7.5,0.2,7.7,0.6,0.255,0.063,28.3,2.33,1680,7,0.275,0.555,29427,0.532,4.48,-1.35,0.29,2.97,0.76,6.86,0.74,5.08,-1.18,0.8,7.7,3.2,5.7,7.2,1.3,0.5,5.2,-0.3,0.4,7.1,5.3,3.5,1.3,0.6,0.6,7.7,2.1,5.7,6.9,0,2.3,0,0.2,7.7,0.7,35.6,22.6,7.7,5.7,7.2,7.2,7.7,5.7,6.9,6.9,0,0,0.2,0.2,-0.4,2.3,0.73,3.1,7,19.3,18.7,0.6,18.9,4,4,26.88,5,82,251,4,27,Y
2016,MEM,Zach Randolph,34,8,248,16.7,0.528,0.01,0.18,7.8,24.4,15.5,10.3,1.2,0,12.9,22.3,0.2,0.1,0.3,0.061,-1.1,-1.1,-2.2,0,0.04,0.021,19.4,-8.69,1920,8,0.275,0.483,33675,0.476,0.41,-1.44,-0.01,0.24,0.52,-0.28,0.65,-0.18,-0.57,-1.97,-2.2,3.2,-1.5,-0.2,0.1,0.3,-0.1,-0.1,0.3,0.5,0.3,-5.9,1.9,-1.8,-4.3,-1.3,2.1,-0.8,0.3,-0.9,2.3,-0.6,-0.4,-0.3,0.6,31,20.7,-2.2,-1.5,-0.2,-0.2,-1.3,-0.8,0.3,0.3,-0.9,-0.6,-0.4,-0.4,-2.4,-2.4,0.16,-0.1,0,-0.4,0.7,-1.1,-0.1,4.3,4,34.55,14,81,260,4,35,Y
2016,SAC,Rudy Gay,29,8,248,13.5,0.45,0.176,0.14,6.6,16.4,11.2,13.9,1.7,0.7,10,26.5,0,0.1,0,0.009,-1.3,-1.6,-2.9,-0.1,-0.005,0.014,23.9,-7.21,1919,8,0.275,0.514,32834,0.528,1.36,-0.44,-0.16,-3.22,0.52,-1.78,0.65,-1.15,-2.91,-1.15,-2.9,3.2,-1.9,-0.6,0.7,0.1,-2,0.1,0.3,-0.8,-0.5,-1.6,0.7,-0.5,-5.9,-1.4,2.1,-0.9,0.2,-1.6,2.3,-1,-0.8,0.2,0.6,31,20.7,-2.9,-1.9,-0.6,-0.6,-1.4,-0.9,0.2,0.2,-1.6,-1,-0.8,-0.8,-2.2,-2.5,0.15,-0.1,-0.1,-1.6,0.6,-2.2,-0.4,3.2,3,29.46,9,80,230,3,30,N
2016,PHO,Brandon Knight,24,7,246,15.4,0.514,0.409,0.13,2.1,10.9,6.4,21.1,1.7,2,16.5,24.3,0.1,0.3,0.4,0.07,0.8,1.4,2.3,0.3,0.015,0.055,20.3,1.64,1679,7,0.275,0.513,28660,0.512,1.03,0.25,0.19,-1.21,0.73,0.8,0.73,0.58,-5.36,1.47,2.3,3.2,1.7,3.1,0.1,0.4,0.4,0,0.4,1.3,1,-1.9,-1.8,-0.1,1.9,1.2,2.1,0.9,2.2,1,2.3,0.7,1,0.2,0.7,35.1,22.4,2.3,1.7,3.1,3.1,1.2,0.9,2.2,2.2,1,0.7,1,1,-0.6,0.4,0.56,1.3,2.4,8.4,5.8,2.6,6.4,1.3,2,24.17,4,75,189,1,24,N
